Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides IP_01	Peptides IP_02	Peptides IP_03	Peptides IP_04	Peptides RNase_01	Peptides RNase_02	Peptides RNase_03	Peptides RNase_04	Peptides WT_01	Peptides WT_02	Peptides WT_03	Peptides WT_04	Razor + unique peptides IP_01	Razor + unique peptides IP_02	Razor + unique peptides IP_03	Razor + unique peptides IP_04	Razor + unique peptides RNase_01	Razor + unique peptides RNase_02	Razor + unique peptides RNase_03	Razor + unique peptides RNase_04	Razor + unique peptides WT_01	Razor + unique peptides WT_02	Razor + unique peptides WT_03	Razor + unique peptides WT_04	Unique peptides IP_01	Unique peptides IP_02	Unique peptides IP_03	Unique peptides IP_04	Unique peptides RNase_01	Unique peptides RNase_02	Unique peptides RNase_03	Unique peptides RNase_04	Unique peptides WT_01	Unique peptides WT_02	Unique peptides WT_03	Unique peptides WT_04	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type IP_01	Identification type IP_02	Identification type IP_03	Identification type IP_04	Identification type RNase_01	Identification type RNase_02	Identification type RNase_03	Identification type RNase_04	Identification type WT_01	Identification type WT_02	Identification type WT_03	Identification type WT_04	Sequence coverage IP_01 [%]	Sequence coverage IP_02 [%]	Sequence coverage IP_03 [%]	Sequence coverage IP_04 [%]	Sequence coverage RNase_01 [%]	Sequence coverage RNase_02 [%]	Sequence coverage RNase_03 [%]	Sequence coverage RNase_04 [%]	Sequence coverage WT_01 [%]	Sequence coverage WT_02 [%]	Sequence coverage WT_03 [%]	Sequence coverage WT_04 [%]	Intensity	Intensity IP_01	Intensity IP_02	Intensity IP_03	Intensity IP_04	Intensity RNase_01	Intensity RNase_02	Intensity RNase_03	Intensity RNase_04	Intensity WT_01	Intensity WT_02	Intensity WT_03	Intensity WT_04	iBAQ	iBAQ IP_01	iBAQ IP_02	iBAQ IP_03	iBAQ IP_04	iBAQ RNase_01	iBAQ RNase_02	iBAQ RNase_03	iBAQ RNase_04	iBAQ WT_01	iBAQ WT_02	iBAQ WT_03	iBAQ WT_04	LFQ intensity IP_01	LFQ intensity IP_02	LFQ intensity IP_03	LFQ intensity IP_04	LFQ intensity RNase_01	LFQ intensity RNase_02	LFQ intensity RNase_03	LFQ intensity RNase_04	LFQ intensity WT_01	LFQ intensity WT_02	LFQ intensity WT_03	LFQ intensity WT_04	MS/MS count IP_01	MS/MS count IP_02	MS/MS count IP_03	MS/MS count IP_04	MS/MS count RNase_01	MS/MS count RNase_02	MS/MS count RNase_03	MS/MS count RNase_04	MS/MS count WT_01	MS/MS count WT_02	MS/MS count WT_03	MS/MS count WT_04	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
YOL038W	YOL038W	2	2	2	YOL038W PRE6 SGDID:S000005398, Chr XV from 255337-256101, Genome Release 64-2-1, Verified ORF, Alpha 4 subunit of the 20S proteasome; may replace alpha 3 subunit (Pre9p) under stress conditions to create a more active proteasomal isoform; GFP-fusion prote	1	2	2	2	1	2	2	2	1	1	1	0	1	1	2	1	1	2	2	2	1	1	1	0	1	1	2	1	1	2	2	2	1	1	1	0	1	1	2	1	10.2	10.2	10.2	28.439	254	254	0	5.6749	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching		By matching	By matching	By MS/MS	By matching	5.9	10.2	10.2	10.2	5.9	5.9	5.9	0	5.9	5.9	10.2	4.3	44943000	3253700	5763200	5834000	10258000	3810700	3518100	2580900	0	2110400	2806300	4025700	981940	4494300	325370	576320	583400	1025800	381070	351810	258090	0	211040	280630	402570	98194	0	2014500	1863900	3676400	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	4				817	1078;2968	True;True	1151;3154	11548;11549;11550;11551;11552;31972;31973;31974;31975;31976;31977;31978;31979;31980;31981	7998;7999;8000;22130	7998;22130		
YOL039W	YOL039W	5	5	5	YOL039W RPP2A SGDID:S000005399, Chr XV from 254297-254617, Genome Release 64-2-1, Verified ORF, Ribosomal protein P2 alpha; a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosome;	1	5	5	5	4	5	3	5	3	4	5	0	3	5	3	4	4	5	3	5	3	4	5	0	3	5	3	4	4	5	3	5	3	4	5	0	3	5	3	4	79.2	79.2	79.2	10.746	106	106	0	233.8	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	52.8	79.2	42.5	79.2	55.7	66	79.2	0	39.6	79.2	55.7	52.8	914770000	53211000	79905000	30788000	93812000	67851000	225950000	186760000	0	27912000	65228000	30366000	52990000	152460000	8868600	13318000	5131300	15635000	11308000	37658000	31127000	0	4652000	10871000	5061000	8831700	31210000	26175000	12601000	25840000	40925000	105250000	76194000	0	23882000	32585000	20945000	33291000	3	4	1	4	3	6	4	0	2	3	1	1	32				818	166;2447;4222;5009;5277	True;True;True;True;True	180;2604;4549;5401;5688	1869;1870;1871;1872;1873;1874;1875;27042;27043;27044;27045;27046;27047;27048;27049;27050;27051;27052;46325;46326;46327;46328;46329;46330;46331;46332;46333;46334;46335;55964;55965;55966;55967;55968;55969;55970;55971;59441;59442;59443;59444;59445;59446;59447;59448;59449;59450;59451;59452	1342;1343;1344;1345;18952;18953;18954;18955;18956;18957;18958;18959;32197;32198;32199;32200;32201;32202;32203;32204;32205;32206;32207;39263;39264;39265;39266;39267;39268;41857;41858;41859	1343;18958;32206;39266;41858		
YOL040C	YOL040C	3	3	3	YOL040C RPS15 SGDID:S000005400, Chr XV from 253577-253149, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15 and bacterial S19	1	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	20.4	20.4	20.4	16.002	142	142	0	29.767	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	20.4	20.4	20.4	20.4	20.4	20.4	20.4	20.4	15.5	20.4	20.4	20.4	6536100000	542880000	887670000	762220000	609700000	916110000	775790000	596220000	341090000	118980000	323090000	381880000	280490000	1634000000	135720000	221920000	190550000	152420000	229030000	193950000	149060000	85271000	29746000	80774000	95471000	70122000	256490000	238240000	204140000	157790000	316780000	329880000	324350000	70616000	102150000	179910000	164550000	196580000	7	8	7	8	5	5	4	2	3	4	3	3	59				819	2723;4101;4406	True;True;True	2891;2892;4421;4749	29499;29500;29501;29502;29503;29504;29505;29506;29507;29508;29509;29510;29511;29512;29513;29514;29515;29516;29517;29518;45097;45098;45099;45100;45101;45102;45103;45104;45105;45106;45107;48176;48177;48178;48179;48180;48181;48182;48183;48184;48185;48186;48187;48188;48189;48190;48191;48192;48193;48194;48195;48196;48197;48198	20535;20536;20537;20538;20539;20540;20541;20542;20543;20544;20545;20546;20547;20548;20549;20550;20551;20552;20553;20554;20555;20556;31243;31244;31245;31246;31247;31248;31249;31250;33472;33473;33474;33475;33476;33477;33478;33479;33480;33481;33482;33483;33484;33485;33486;33487;33488;33489;33490;33491;33492;33493;33494;33495;33496;33497;33498;33499;33500	20551;31243;33492	432	28
YOL041C	YOL041C	13	13	13	YOL041C NOP12 SGDID:S000005401, Chr XV from 252646-251267, Genome Release 64-2-1, reverse complement, Verified ORF, Nucleolar protein involved in pre-25S rRNA processing; also involved in biogenesis of large 60S ribosomal subunit; contains an RNA recognit	1	13	13	13	11	13	13	13	6	5	5	0	1	2	1	2	11	13	13	13	6	5	5	0	1	2	1	2	11	13	13	13	6	5	5	0	1	2	1	2	40.7	40.7	40.7	51.941	459	459	0	155.98	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching		By matching	By matching	By matching	By matching	34.6	40.7	40.7	40.7	20.7	15.9	15	0	3.9	7.6	3.9	7.8	443230000	49734000	122730000	109850000	84138000	31399000	16007000	12849000	0	2869700	6283800	2587800	4781600	17047000	1912800	4720600	4224800	3236100	1207600	615640	494180	0	110370	241680	99532	183910	34365000	34446000	39088000	26646000	10797000	9590400	7453000	0	0	6510100	0	6196500	7	9	14	7	2	0	0	0	0	0	0	0	39				820	60;93;836;1569;1808;2575;2585;2744;3715;4120;4142;4323;4659	True;True;True;True;True;True;True;True;True;True;True;True;True	65;99;892;1672;1930;2735;2745;2918;3991;4442;4464;4658;5026	607;608;609;610;611;612;613;614;615;616;617;618;619;620;621;622;996;997;998;999;1000;1001;1002;9046;9047;9048;9049;17158;17159;17160;17161;17162;17163;19917;19918;19919;19920;19921;19922;19923;19924;28162;28163;28164;28165;28246;28247;28248;28249;28250;28251;28252;29726;29727;29728;29729;29730;29731;40470;40471;40472;45306;45307;45308;45309;45508;45509;45510;45511;45512;47299;47300;47301;47302;51356;51357;51358;51359	515;516;517;518;519;520;521;814;815;816;817;6153;6154;12070;12071;12072;12073;13987;13988;19721;19722;19723;19761;19762;19763;20673;20674;27995;31406;31581;31582;31583;32894;32895;32896;32897;35696;35697;35698;35699	516;816;6154;12072;13988;19722;19761;20673;27995;31406;31582;32894;35699		
YOL051W	YOL051W	1	1	1	YOL051W GAL11 SGDID:S000005411, Chr XV from 234940-238185, Genome Release 64-2-1, Verified ORF, Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; affects transcription by 	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1.2	1.2	1.2	120.31	1081	1081	0	2.2661		By matching	By MS/MS	By MS/MS									0	1.2	1.2	1.2	0	0	0	0	0	0	0	0	4175800	0	1143300	1871500	1160900	0	0	0	0	0	0	0	0	112860	0	30901	50580	31377	0	0	0	0	0	0	0	0	0	0	0	406210	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2				821	4933	True	5322	54531;54532;54533	37911;37912	37911		
YOL059W	YOL059W	2	1	1	YOL059W GPD2 SGDID:S000005420, Chr XV from 217126-218448, Genome Release 64-2-1, Verified ORF, NAD-dependent glycerol 3-phosphate dehydrogenase; expression is controlled by an oxygen-independent signaling pathway required to regulate metabolism under anox	1	2	1	1	1	2	2	2	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	7.5	4.1	4.1	49.421	440	440	0	3.4163	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching			By matching	By MS/MS	By matching	4.1	7.5	7.5	7.5	4.1	4.1	4.1	0	0	7.5	4.1	4.1	40542000	1611100	5994500	6763400	6226800	3048300	3194200	2909300	0	0	3142000	4251300	3401100	2133800	84796	315500	355970	327720	160440	168120	153120	0	0	165370	223750	179010	0	0	0	2178700	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2				822	2004;5041	True;False	2133;5439	22418;22419;22420;22421;22422;22423;22424;22425;22426;22427;22428;22429;22430;56553;56554;56555;56556	15986;15987;39714	15986;39714		
YOL076W	YOL076W	4	4	4	YOL076W MDM20 SGDID:S000005436, Chr XV from 187024-189414, Genome Release 64-2-1, Verified ORF, Non-catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitoch	1	4	4	4	0	2	3	2	1	1	0	1	0	1	0	0	0	2	3	2	1	1	0	1	0	1	0	0	0	2	3	2	1	1	0	1	0	1	0	0	6.7	6.7	6.7	92.808	796	796	0	3.5394		By matching	By MS/MS	By matching	By matching	By matching		By MS/MS		By matching			0	2.3	3.8	2.3	1.1	1.1	0	2.9	0	1.1	0	0	216810000	0	2936000	16400000	2306700	1549900	597670	0	192200000	0	813800	0	0	6376700	0	86353	482350	67843	45585	17579	0	5653000	0	23935	0	0	0	2180800	3015800	1958000	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	4				823	200;2717;3860;4349	True;True;True;True	217;2884;4153;4687	2182;29449;29450;29451;29452;29453;29454;42449;47530;47531;47532	1512;20492;29509;33048	1512;20492;29509;33048		
YOL077C	YOL077C	2	2	2	YOL077C BRX1 SGDID:S000005437, Chr XV from 186723-185848, Genome Release 64-2-1, reverse complement, Verified ORF, Nucleolar protein; constituent of 66S pre-ribosomal particles; depletion leads to defects in rRNA processing and a block in the assembly of 	1	2	2	2	2	2	2	2	2	2	2	0	2	2	1	2	2	2	2	2	2	2	2	0	2	2	1	2	2	2	2	2	2	2	2	0	2	2	1	2	12	12	12	33.531	291	291	0	14.13	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By matching	By MS/MS		By matching	By MS/MS	By matching	By matching	12	12	12	12	12	12	12	0	12	12	4.5	12	181540000	13001000	23586000	24681000	22423000	33819000	22256000	15228000	0	5265200	9624000	3684600	7969500	16503000	1181900	2144200	2243800	2038500	3074400	2023300	1384400	0	478650	874910	334970	724500	8653900	7465500	8217000	6779800	14962000	7776400	7126000	0	5595200	6467800	0	6011400	1	0	1	0	2	0	1	0	0	1	0	0	6				824	1715;3610	True;True	1830;3878	18854;18855;18856;18857;18858;18859;18860;18861;18862;18863;39364;39365;39366;39367;39368;39369;39370;39371;39372;39373;39374	13255;13256;13257;13258;27345;27346	13257;27345		
YOL086C;YMR303C	YOL086C	14;3	14;3	13;3	YOL086C ADH1 SGDID:S000005446, Chr XV from 160594-159548, Genome Release 64-2-1, reverse complement, Verified ORF, Alcohol dehydrogenase; fermentative isozyme active as homo- or heterotetramers; required for the reduction of acetaldehyde to ethanol, the l	2	14	14	13	13	13	14	14	13	12	12	4	11	12	12	12	13	13	14	14	13	12	12	4	11	12	12	12	12	12	13	13	12	12	12	4	11	11	11	12	70.1	70.1	64.1	36.849	348	348;348	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	58	58	70.1	70.1	58	56	52	17.2	44	50	50	52	15793000000	584180000	1727100000	2516800000	3229000000	837510000	606860000	803660000	626660000	506510000	1444100000	2304300000	605980000	1052800000	38946000	115140000	167790000	215270000	55834000	40457000	53577000	41777000	33767000	96276000	153620000	40399000	336560000	556790000	736650000	1014100000	312550000	263560000	319170000	287420000	471230000	770910000	822090000	475440000	15	20	27	34	13	11	13	4	10	16	20	13	196				825	258;268;360;463;627;886;1681;1752;2010;2817;3822;3988;5063;5350	True;True;True;True;True;True;True;True;True;True;True;True;True;True	275;276;288;390;502;674;947;1791;1869;2139;2997;2998;4110;4111;4298;5462;5762	2784;2785;2786;2787;2788;2789;2790;2791;2792;2793;2794;2795;2796;2797;2798;2799;2800;2801;2802;2803;2804;2805;2806;2807;2808;2809;2810;2811;2812;2813;2814;2815;2816;2817;2818;2898;2899;2900;2901;2902;2903;2904;2905;2906;2907;2908;2909;2910;2911;2912;2913;2914;2915;2916;4130;4131;4132;5257;5258;5259;5260;5261;5262;5263;5264;5265;5266;5267;6935;6936;6937;6938;6939;6940;6941;6942;6943;6944;6945;9704;9705;9706;9707;9708;9709;9710;9711;9712;9713;9714;9715;9716;9717;18363;18364;18365;18366;18367;18368;18369;18370;18371;18372;18373;18374;18375;18376;18377;18378;18379;18380;18381;18382;18383;19210;19211;19212;19213;19214;19215;19216;19217;19218;19219;19220;19221;19222;19223;19224;19225;19226;19227;19228;19229;19230;19231;19232;19233;19234;19235;19236;22480;22481;22482;22483;22484;22485;22486;22487;22488;22489;22490;22491;22492;22493;22494;22495;22496;22497;22498;22499;22500;30554;30555;30556;30557;30558;30559;30560;30561;30562;30563;30564;30565;30566;30567;30568;30569;30570;30571;30572;30573;30574;30575;30576;30577;30578;30579;30580;30581;30582;30583;30584;42033;42034;42035;42036;42037;42038;42039;42040;44064;44065;44066;44067;44068;44069;44070;44071;44072;44073;44074;44075;44076;44077;44078;44079;44080;44081;44082;44083;56738;56739;56740;56741;56742;56743;56744;56745;56746;56747;56748;56749;60274;60275;60276;60277;60278;60279;60280;60281;60282;60283;60284	1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;2888;2889;3630;3631;3632;3633;3634;3635;3636;3637;3638;3639;4765;6643;6644;6645;6646;6647;6648;6649;6650;6651;12866;12867;12868;12869;12870;12871;12872;12873;12874;12875;12876;12877;12878;12879;12880;12881;12882;13476;13477;13478;13479;13480;13481;13482;13483;13484;13485;13486;13487;13488;13489;13490;13491;13492;13493;13494;13495;13496;13497;13498;13499;13500;13501;13502;13503;13504;13505;13506;13507;13508;13509;13510;13511;16013;16014;16015;16016;16017;16018;16019;16020;16021;16022;21230;21231;21232;21233;21234;21235;21236;21237;21238;21239;21240;21241;21242;21243;21244;21245;21246;21247;21248;21249;21250;21251;21252;21253;21254;21255;21256;21257;29219;29220;29221;30614;30615;30616;30617;30618;30619;30620;30621;30622;30623;39854;39855;39856;39857;39858;39859;39860;39861;39862;39863;39864;39865;42413;42414;42415	1889;1959;2889;3634;4765;6643;12874;13495;16019;21253;29221;30623;39864;42414	433;434;435;436	76;169;194;271
YOL094C	YOL094C	2	2	2	YOL094C RFC4 SGDID:S000005454, Chr XV from 142555-141584, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit of heteropentameric Replication factor C (RF-C); which is a DNA binding protein and ATPase that acts as a clamp loader of the prolif	1	2	2	2	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	1	0	0	1	0	6.8	6.8	6.8	36.149	323	323	0	2.504	By matching	By matching	By matching	By MS/MS				By matching			By MS/MS		3.4	3.4	3.4	3.4	0	0	0	3.4	0	0	3.4	0	27671000	3142500	3911600	3025700	2627200	0	0	0	11781000	0	0	3182400	0	2128500	241730	300900	232750	202090	0	0	0	906260	0	0	244800	0	0	0	0	0	0	0	0	3011400	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2				826	2279;4475	True;True	2424;4822	25201;49043;49044;49045;49046;49047	17777;34120	17777;34120		
YOL097C	YOL097C	2	2	2	YOL097C WRS1 SGDID:S000005457, Chr XV from 137825-136527, Genome Release 64-2-1, reverse complement, Verified ORF, Cytoplasmic tryptophanyl-tRNA synthetase; aminoacylates tryptophanyl-tRNA	1	2	2	2	1	2	2	2	1	1	1	0	1	1	1	0	1	2	2	2	1	1	1	0	1	1	1	0	1	2	2	2	1	1	1	0	1	1	1	0	4.4	4.4	4.4	49.35	432	432	0	8.9723	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching		By matching	By MS/MS	By matching		2.1	4.4	4.4	4.4	2.1	2.1	2.1	0	2.3	2.1	2.1	0	47461000	1976200	6786000	9193700	7923500	3008900	2256200	3629400	0	843680	4339200	7504500	0	2373100	98809	339300	459680	396180	150450	112810	181470	0	42184	216960	375220	0	0	0	0	2772400	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	7				827	3940;5031	True;True	4248;5428	43574;43575;43576;43577;56471;56472;56473;56474;56475;56476;56477;56478;56479	30282;39674;39675;39676;39677;39678;39679;39680	30282;39677		
