#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
97395	851584	855450	32071	35569	YDR021W	YNL271C	FAL1	BNI1	ATP-dependent RNA helicase FAL1|L000003480	PPF3|SHE5|formin BNI1|L000000190	Affinity Capture-MS	physical	Gavin AC (2002)	PUBMED:11805826	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12099	-	NP_010304	P41832	-	NP_014128	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1924862	851584	855118	32071	35268	YDR021W	YMR093W	FAL1	UTP15	ATP-dependent RNA helicase FAL1|L000003480	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1693	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - utp15-5001 [SGA score = -0.1693, P-value = 0.0001072]	-	BIOGRID	Q12099	-	NP_010304	Q04305	-	NP_013811	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1924863	851584	855144	32071	35293	YDR021W	YMR117C	FAL1	SPC24	ATP-dependent RNA helicase FAL1|L000003480	L000004694	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1302	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - spc24-9 [SGA score = -0.1302, P-value = 0.02069]	-	BIOGRID	Q12099	-	NP_010304	Q04477	-	NP_013835	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1924864	851584	855269	32071	35407	YDR021W	YMR229C	FAL1	RRP5	ATP-dependent RNA helicase FAL1|L000003480	L000003232	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2534	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - rrp5-delta6 [SGA score = -0.2534, P-value = 9.237E-6]	-	BIOGRID	Q12099	-	NP_010304	Q05022	-	NP_013956	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1924865	851584	855591	32071	35695	YDR021W	YNL132W	FAL1	KRE33	ATP-dependent RNA helicase FAL1|L000003480	RRA1	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1912	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - kre33-5001 [SGA score = -0.1912, P-value = 0.0002781]	-	BIOGRID	Q12099	-	NP_010304	P53914	-	NP_014267	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1924866	851584	855892	32071	35976	YDR021W	YPL209C	FAL1	IPL1	ATP-dependent RNA helicase FAL1|L000003480	PAC15|aurora kinase|L000000871	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1637	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - ipl1-2 [SGA score = -0.1637, P-value = 0.003467]	-	BIOGRID	Q12099	-	NP_010304	P38991	-	NP_015115	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1924867	851584	855862	32071	35947	YDR021W	YPL266W	FAL1	DIM1	ATP-dependent RNA helicase FAL1|L000003480	CDH1|L000002579	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1227	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - dim1-2 [SGA score = -0.1227, P-value = 0.04499]	-	BIOGRID	Q12099	-	NP_010304	P41819	-	NP_015057	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1926117	851761	851584	32234	32071	YDR180W	YDR021W	SCC2	FAL1	L000004262	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1509	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: scc2-4 - fal1-1 [SGA score = -0.1509, P-value = 0.01139]	-	BIOGRID	Q04002	-	NP_010466	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1926656	851822	851584	32287	32071	YDR236C	YDR021W	FMN1	FAL1	riboflavin kinase	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3138	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fmn1-5001 - fal1-1 [SGA score = -0.3138, P-value = 1.219E-5]	-	BIOGRID	Q03778	-	NP_010522	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1926741	851824	851584	32289	32071	YDR238C	YDR021W	SEC26	FAL1	L000001847	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2597	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: sec26-11d26 - fal1-1 [SGA score = -0.2597, P-value = 6.066E-5]	-	BIOGRID	P41810	-	NP_010524	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1927060	851893	851584	32351	32071	YDR299W	YDR021W	BFR2	FAL1	L000004432	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3587	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: bfr2-5001 - fal1-1 [SGA score = -0.3587, P-value = 5.447E-14]	-	BIOGRID	Q06631	-	NP_010585	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1927246	851925	851584	32383	32071	YDR325W	YDR021W	YCG1	FAL1	TIE1|YCS5|S000007469	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2095	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ycg1-2 - fal1-1 [SGA score = -0.2095, P-value = 0.009191]	-	BIOGRID	Q06680	-	NP_010612	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1927313	851931	851584	32388	32071	YDR331W	YDR021W	GPI8	FAL1	L000004086	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3259	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: gpi8-ts - fal1-1 [SGA score = -0.3259, P-value = 1.339E-18]	-	BIOGRID	P49018	-	NP_010618	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1927551	851969	851584	32422	32071	YDR365C	YDR021W	ESF1	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2258	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: esf1-5010 - fal1-1 [SGA score = -0.2258, P-value = 6.474E-101]	-	BIOGRID	Q06344	-	NP_010653	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1927642	851988	851584	32441	32071	YDR381W	YDR021W	YRA1	FAL1	SHE11|RNA-binding protein YRA1|L000002959|L000002873	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1732	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: yra1-5003 - fal1-1 [SGA score = -0.1732, P-value = 1.198E-6]	-	BIOGRID	Q12159	-	NP_010669	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1927698	852003	851584	32456	32071	YDR394W	YDR021W	RPT3	FAL1	YNT1|YTA2|proteasome regulatory particle base subunit RPT3|L000002556|L000002537	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1312	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpt3-1 - fal1-1 [SGA score = -0.1312, P-value = 0.008048]	-	BIOGRID	P33298	-	NP_010682	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1927867	852044	851584	32490	32071	YDR434W	YDR021W	GPI17	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.501	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: gpi17-5001 - fal1-1 [SGA score = -0.5010, P-value = 4.894E-21]	-	BIOGRID	Q04080	-	NP_010722	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1928020	852060	851584	32504	32071	YDR449C	YDR021W	UTP6	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3707	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: utp6-5001 - fal1-1 [SGA score = -0.3707, P-value = 1.904E-16]	-	BIOGRID	Q02354	-	NP_010737	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1928742	856687	851584	36703	32071	YEL026W	YDR021W	SNU13	FAL1	RNA binding protein SNU13	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3689	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: snu13-5001 - fal1-1 [SGA score = -0.3689, P-value = 9.041E-9]	-	BIOGRID	P39990	-	NP_010888	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1929101	856720	851584	36733	32071	YER003C	YDR021W	PMI40	FAL1	mannose-6-phosphate isomerase PMI40|PMI|L000001452	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2063	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pmi40-5001 - fal1-1 [SGA score = -0.2063, P-value = 0.004901]	-	BIOGRID	P29952	-	NP_010918	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1929346	856731	851584	36744	32071	YER012W	YDR021W	PRE1	FAL1	proteasome core particle subunit beta 4|L000001483	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1257	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pre1-1 - fal1-1 [SGA score = -0.1257, P-value = 0.01733]	-	BIOGRID	P22141	-	NP_010928	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1929683	856815	851584	36827	32071	YER082C	YDR021W	UTP7	FAL1	KRE31	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3185	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: utp7-5003 - fal1-1 [SGA score = -0.3185, P-value = 7.225E-69]|alleles: utp7-5004 - fal1-1 [SGA score = -0.1419, P-value = 7.132E-7]	-	BIOGRID	P40055	-	NP_011005	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1929922	856862	851584	36869	32071	YER125W	YDR021W	RSP5	FAL1	MDP1|MUT2|NPI1|SMM1|UBY1|NEDD4 family E3 ubiquitin-protein ligase|L000001054|L000001779|L000001220	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1417	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rsp5-1 - fal1-1 [SGA score = -0.1417, P-value = 2.693E-6]|alleles: rsp5-3 - fal1-1 [SGA score = -0.1369, P-value = 7.484E-7]	-	BIOGRID	P39940	-	NP_011051	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1930019	856864	851584	36871	32071	YER127W	YDR021W	LCP5	FAL1	L000004265	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2456	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lcp5-5005 - fal1-1 [SGA score = -0.2456, P-value = 3.175E-22]|alleles: lcp5-5007 - fal1-1 [SGA score = -0.2334, P-value = 0]	-	BIOGRID	P40079	-	NP_011053	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1930749	850540	851584	31139	32071	YFL008W	YDR021W	SMC1	FAL1	CHL10|cohesin subunit SMC1|L000001926	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1671	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: smc1-2 - fal1-1 [SGA score = -0.1671, P-value = 0.009613]	-	BIOGRID	P32908	-	NP_116647	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1930988	850508	851584	31111	32071	YFL034C-B	YDR021W	MOB2	FAL1	YFL035C|YFL035C-A|L000003535|S000007658|S000002966	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.142	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: mob2-11-supp1 - fal1-1 [SGA score = -0.1420, P-value = 1.709E-9]	-	BIOGRID	P43563	-	NP_116618	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1931444	850504	851584	31107	32071	YFL039C	YDR021W	ACT1	FAL1	ABY1|END7|actin|L000000025	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1793	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: act1-155 - fal1-1 [SGA score = -0.1793, P-value = 3.466E-5]	-	BIOGRID	P60010	-	NP_116614	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1931978	850611	851584	31208	32071	YFR050C	YDR021W	PRE4	FAL1	proteasome core particle subunit beta 7|L000001486	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1572	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pre4-5001 - fal1-1 [SGA score = -0.1572, P-value = 0.0003886]	-	BIOGRID	P30657	-	NP_116708	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1932194	852873	851584	33235	32071	YGL011C	YDR021W	SCL1	FAL1	PRC2|proteasome core particle subunit alpha 1|L000001812	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2695	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: scl1-5001 - fal1-1 [SGA score = -0.2695, P-value = 2.95E-11]	-	BIOGRID	P21243	-	NP_011504	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1932426	852834	851584	33200	32071	YGL048C	YDR021W	RPT6	FAL1	CIM3|CRL3|SCB68|SUG1|proteasome regulatory particle base subunit RPT6|L000002174|L000000406|L000002265	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1396	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpt6-1 - fal1-1 [SGA score = -0.1396, P-value = 0.01666]	-	BIOGRID	Q01939	-	NP_011467	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1932546	852819	851584	33186	32071	YGL061C	YDR021W	DUO1	FAL1	L000004421	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2163	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: duo1-2 - fal1-1 [SGA score = -0.2163, P-value = 0.003057]	-	BIOGRID	P53168	-	NP_011454	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1932623	852815	851584	33182	32071	YGL065C	YDR021W	ALG2	FAL1	GDP-Man:Man(1)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase|L000002798	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3957	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: alg2-1 - fal1-1 [SGA score = -0.3957, P-value = 2.057E-32]	-	BIOGRID	P43636	-	NP_011450	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1932937	852782	851584	33153	32071	YGL097W	YDR021W	SRM1	FAL1	MTR1|PRP20|TSM437|L000002058|L000001216|S000029621|L000002370	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1256	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: srm1-g282s - fal1-1 [SGA score = -0.1256, P-value = 0.000682]	-	BIOGRID	P21827	-	NP_011418	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1933247	852762	851584	33135	32071	YGL116W	YDR021W	CDC20	FAL1	PAC5|ubiquitin-protein transferase activating protein CDC20|L000000259	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1526	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: cdc20-3 - fal1-1 [SGA score = -0.1526, P-value = 0.02869]	-	BIOGRID	P26309	-	NP_011399	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1933534	852747	851584	33121	32071	YGL130W	YDR021W	CEG1	FAL1	L000000291	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.222	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ceg1-c354 - fal1-1 [SGA score = -0.2220, P-value = 2.373E-6]	-	BIOGRID	Q01159	-	NP_011385	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1933728	852735	851584	33110	32071	YGL142C	YDR021W	GPI10	FAL1	L000004297	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3185	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: gpi10-5001 - fal1-1 [SGA score = -0.3185, P-value = 5.617E-7]	-	BIOGRID	P30777	-	NP_011373	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1934831	853010	851584	33360	32071	YGR113W	YDR021W	DAM1	FAL1	L000004420	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3433	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: dam1-11 - fal1-1 [SGA score = -0.3433, P-value = 9.721E-13]|alleles: dam1-9 - fal1-1 [SGA score = -0.2034, P-value = 1.93E-10]	-	BIOGRID	P53267	-	NP_011628	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1935955	856412	851584	36448	32071	YHR019C	YDR021W	DED81	FAL1	asparagine--tRNA ligase DED81|L000002734	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3062	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ded81-5001 - fal1-1 [SGA score = -0.3062, P-value = 0.0001461]	-	BIOGRID	P38707	-	NP_011883	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1936139	856436	851584	36472	32071	YHR040W	YDR021W	BCD1	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3713	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: bcd1-5001 - fal1-1 [SGA score = -0.3713, P-value = 1.357E-20]	-	BIOGRID	P38772	-	NP_011906	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1936336	856470	851584	36505	32071	YHR072W	YDR021W	ERG7	FAL1	lanosterol synthase ERG7|L000000573	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1319	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: erg7-5003 - fal1-1 [SGA score = -0.1319, P-value = 8.886E-16]	-	BIOGRID	P38604	-	NP_011939	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1936946	856595	851584	36622	32071	YHR188C	YDR021W	GPI16	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1544	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: gpi16-5001 - fal1-1 [SGA score = -0.1544, P-value = 0.02466]	-	BIOGRID	P38875	-	NP_012058	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
